Row_Index,Column,Original_Value,New_Value
43116,Effective_Date,05/07/2010,2010-07-05
43117,Enacted_Date,30/06/2006,2006-06-30
43117,Effective_Date,01/01/2007,2007-01-01
43118,Enacted_Date,01/01/1975,1975-01-01
43118,Effective_Date,31/12/1975,1975-12-31
43119,Enacted_Date,29/06/2004,2004-06-29
43119,Effective_Date,01/03/2005,2005-03-01
43120,Enacted_Date,20/07/1993,1993-07-20
43120,Effective_Date,01/01/1994,1994-01-01
43121,Enacted_Date,29/06/2004,2004-06-29
43121,Effective_Date,01/03/2005,2005-03-01
43122,Enacted_Date,10/05/2010,2010-05-10
43122,Effective_Date,10/11/2010,2010-11-10
43123,Enacted_Date,22/04/1997,1997-04-22
43123,Effective_Date,09/07/1997,1997-07-09
43124,Enacted_Date,15/06/1993,1993-06-15
43124,Effective_Date,13/09/1993,1993-09-13
43125,Enacted_Date,06/06/2003,2003-06-06
43125,Effective_Date,01/09/2003,2003-09-01
43126,Enacted_Date,05/11/2012,2012-11-05
43126,Effective_Date,05/12/2012,2012-12-05
43127,Enacted_Date,19/08/2011,2011-08-19
43127,Effective_Date,15/02/2012,2012-02-15
43128,Enacted_Date,15/04/2008,2008-04-15
43128,Effective_Date,01/07/2008,2008-07-01
43129,Enacted_Date,16/05/2007,2007-05-16
43129,Effective_Date,01/10/2007,2007-10-01
43130,Enacted_Date,06/06/2003,2003-06-06
43130,Effective_Date,01/11/2003,2003-11-01
43131,Enacted_Date,27/03/2006,2006-03-27
43131,Effective_Date,01/07/2006,2006-07-01
43132,Enacted_Date,16/05/1990,1990-05-16
43132,Effective_Date,14/08/1990,1990-08-14
43133,Enacted_Date,16/04/2005,2005-04-16
43133,Effective_Date,01/10/2005,2005-10-01
43134,Enacted_Date,18/04/2005,2005-04-18
43134,Effective_Date,01/10/2005,2005-10-01
43135,Enacted_Date,27/03/2006,2006-03-27
43135,Effective_Date,01/07/2006,2006-07-01
43136,Enacted_Date,29/06/2004,2004-06-29
43136,Effective_Date,01/03/2005,2005-03-01
43137,Enacted_Date,15/01/2006,2006-01-15
43137,Effective_Date,15/04/2006,2006-04-15
43138,Enacted_Date,23/07/2007,2007-07-23
43138,Effective_Date,01/01/2008,2008-01-01
43139,Enacted_Date,22/03/1994,1994-03-22
43139,Effective_Date,01/01/1995,1995-01-01
43140,Enacted_Date,12/03/2010,2010-03-12
43140,Effective_Date,01/07/2010,2010-07-01
43141,Enacted_Date,10/07/2006,2006-07-10
43141,Effective_Date,16/11/2006,2006-11-16
43142,Enacted_Date,23/07/2007,2007-07-23
43142,Effective_Date,01/01/2008,2008-01-01
43143,Enacted_Date,02/11/2010,2010-11-02
43143,Effective_Date,10/11/2010,2010-11-10
43144,Enacted_Date,10/05/2010,2010-05-10
43144,Effective_Date,10/05/2010,2010-05-10
43145,Enacted_Date,07/04/2006,2006-04-07
43145,Effective_Date,21/07/2006,2006-07-21
43146,Enacted_Date,21/10/2010,2010-10-21
43146,Effective_Date,19/01/2011,2011-01-19
43147,Enacted_Date,31/01/2006,2006-01-31
43147,Effective_Date,04/04/2006,2006-04-04
43148,Enacted_Date,15/01/2006,2006-01-15
43148,Effective_Date,15/04/2006,2006-04-15
43149,Enacted_Date,05/07/1989,1989-07-05
43149,Effective_Date,01/01/1990,1990-01-01
43150,Enacted_Date,05/11/2012,2012-11-05
43150,Effective_Date,05/12/2012,2012-12-05
43151,Enacted_Date,13/06/2008,2008-06-13
43151,Effective_Date,11/09/2008,2008-09-11
43152,Enacted_Date,07/11/2006,2006-11-07
43152,Effective_Date,01/05/2007,2007-05-01
43153,Enacted_Date,16/05/1990,1990-05-16
43153,Effective_Date,14/08/1990,1990-08-14
43154,Enacted_Date,17/05/2007,2007-05-17
43154,Effective_Date,01/02/2008,2008-02-01
43155,Enacted_Date,02/11/2010,2010-11-02
43155,Effective_Date,10/11/2010,2010-11-10
43156,Enacted_Date,09/12/2005,2005-12-09
43156,Effective_Date,08/05/2006,2006-05-08
43157,Enacted_Date,22/03/1994,1994-03-22
43157,Effective_Date,01/01/1995,1995-01-01
43158,Enacted_Date,18/06/2004,2004-06-18
43158,Effective_Date,05/07/2004,2004-07-05
43159,Enacted_Date,30/06/2006,2006-06-30
43159,Effective_Date,01/01/2007,2007-01-01
43160,Enacted_Date,13/03/2007,2007-03-13
43160,Effective_Date,15/06/2007,2007-06-15
43161,Enacted_Date,11/06/2007,2007-06-11
43161,Effective_Date,01/10/2007,2007-10-01
43162,Enacted_Date,09/12/2005,2005-12-09
43162,Effective_Date,08/05/2006,2006-05-08
43163,Enacted_Date,17/05/2007,2007-05-17
43163,Effective_Date,01/02/2008,2008-02-01
43164,Enacted_Date,23/07/2007,2007-07-23
43164,Effective_Date,01/01/2008,2008-01-01
43165,Enacted_Date,27/09/1996,1996-09-27
43165,Effective_Date,01/01/1998,1998-01-01
43166,Enacted_Date,31/05/2005,2005-05-31
43166,Effective_Date,17/09/2005,2005-09-17
43167,Enacted_Date,25/04/2005,2005-04-25
43167,Effective_Date,01/08/2005,2005-08-01
43168,Enacted_Date,23/06/2003,2003-06-23
43168,Effective_Date,01/07/2003,2003-07-01
43169,Enacted_Date,23/06/2003,2003-06-23
43169,Effective_Date,01/07/2003,2003-07-01
43170,Enacted_Date,31/05/2002,2002-05-31
43170,Effective_Date,01/12/2002,2002-12-01
43171,Enacted_Date,22/03/1994,1994-03-22
43171,Effective_Date,01/01/1995,1995-01-01
43172,Enacted_Date,27/03/2006,2006-03-27
43172,Effective_Date,01/07/2006,2006-07-01
43173,Enacted_Date,09/05/2005,2005-05-09
43173,Effective_Date,01/07/2005,2005-07-01
43174,Enacted_Date,02/05/1994,1994-05-02
43174,Effective_Date,01/07/1994,1994-07-01
43175,Enacted_Date,15/04/2008,2008-04-15
43175,Effective_Date,01/07/2008,2008-07-01
43176,Enacted_Date,10/07/2006,2006-07-10
43176,Effective_Date,16/11/2006,2006-11-16
43177,Enacted_Date,19/06/2003,2003-06-19
43177,Effective_Date,01/09/2003,2003-09-01
43178,Enacted_Date,31/05/2002,2002-05-31
43178,Effective_Date,30/11/2002,2002-11-30
43179,Enacted_Date,10/05/2010,2010-05-10
43179,Effective_Date,10/05/2010,2010-05-10
43180,Enacted_Date,15/04/2005,2005-04-15
43180,Effective_Date,01/10/2005,2005-10-01
43181,Enacted_Date,30/06/2006,2006-06-30
43181,Effective_Date,01/01/2007,2007-01-01
43182,Enacted_Date,17/05/2007,2007-05-17
43182,Effective_Date,01/02/2008,2008-02-01
43183,Enacted_Date,18/04/2005,2005-04-18
43183,Effective_Date,01/10/2005,2005-10-01
43184,Enacted_Date,31/05/2002,2002-05-31
43184,Effective_Date,27/11/2002,2002-11-27
43185,Enacted_Date,07/11/2006,2006-11-07
43185,Effective_Date,07/12/2006,2006-12-07
43186,Enacted_Date,31/01/2006,2006-01-31
43186,Effective_Date,01/01/2007,2007-01-01
43187,Enacted_Date,18/06/2004,2004-06-18
43187,Effective_Date,05/07/2004,2004-07-05
43188,Enacted_Date,31/05/2002,2002-05-31
43188,Effective_Date,07/12/2002,2002-12-07
43189,Enacted_Date,26/06/2007,2007-06-26
43189,Effective_Date,01/01/2009,2009-01-01
43190,Enacted_Date,18/12/2009,2009-12-18
43190,Effective_Date,01/05/2010,2010-05-01
43191,Enacted_Date,10/07/2006,2006-07-10
43191,Effective_Date,16/11/2006,2006-11-16
43192,Enacted_Date,31/01/2006,2006-01-31
43192,Effective_Date,04/04/2006,2006-04-04
43193,Enacted_Date,17/05/2007,2007-05-17
43193,Effective_Date,01/02/2008,2008-02-01
43194,Enacted_Date,15/04/2008,2008-04-15
43194,Effective_Date,01/07/2008,2008-07-01
43195,Enacted_Date,05/11/2012,2012-11-05
43195,Effective_Date,05/12/2012,2012-12-05
43196,Enacted_Date,10/05/2010,2010-05-10
43196,Effective_Date,10/05/2010,2010-05-10
43197,Enacted_Date,14/04/1994,1994-04-14
43197,Effective_Date,29/04/1994,1994-04-29
43198,Enacted_Date,26/03/2003,2003-03-26
43198,Effective_Date,24/07/2003,2003-07-24
43199,Enacted_Date,28/06/1994,1994-06-28
43199,Effective_Date,28/06/1994,1994-06-28
43200,Enacted_Date,13/06/2008,2008-06-13
43200,Effective_Date,11/09/2008,2008-09-11
43201,Enacted_Date,17/04/2005,2005-04-17
43201,Effective_Date,01/10/2005,2005-10-01
43202,Enacted_Date,09/12/2005,2005-12-09
43202,Effective_Date,08/05/2006,2006-05-08
43203,Enacted_Date,13/06/2008,2008-06-13
43203,Effective_Date,11/09/2008,2008-09-11
43204,Enacted_Date,23/07/2007,2007-07-23
43204,Effective_Date,01/01/2008,2008-01-01
43205,Enacted_Date,19/06/2007,2007-06-19
43205,Effective_Date,17/09/2007,2007-09-17
43206,Enacted_Date,07/11/2006,2006-11-07
43206,Effective_Date,01/05/2007,2007-05-01
43207,Enacted_Date,09/05/2005,2005-05-09
43207,Effective_Date,01/07/2005,2005-07-01
43208,Enacted_Date,09/05/2009,2009-05-09
43208,Effective_Date,01/07/2009,2009-07-01
43209,Enacted_Date,01/04/1994,1994-04-01
43209,Effective_Date,01/07/1994,1994-07-01
43210,Enacted_Date,31/05/2002,2002-05-31
43210,Effective_Date,27/11/2002,2002-11-27
43211,Enacted_Date,19/06/2003,2003-06-19
43211,Effective_Date,01/09/2003,2003-09-01
43212,Enacted_Date,08/04/2013,2013-04-08
43212,Effective_Date,07/07/2013,2013-07-07
43213,Enacted_Date,08/11/2005,2005-11-08
43213,Effective_Date,06/07/2006,2006-07-06
43214,Enacted_Date,19/06/1985,1985-06-19
43214,Effective_Date,01/10/1985,1985-10-01
43215,Enacted_Date,13/07/2000,2000-07-13
43215,Effective_Date,13/07/2000,2000-07-13
43216,Enacted_Date,05/11/2012,2012-11-05
43216,Effective_Date,05/12/2012,2012-12-05
43217,Enacted_Date,11/06/2007,2007-06-11
43217,Effective_Date,01/10/2007,2007-10-01
43218,Enacted_Date,07/11/2006,2006-11-07
43218,Effective_Date,17/11/2006,2006-11-17
43219,Enacted_Date,19/03/2012,2012-03-19
43219,Effective_Date,01/07/2012,2012-07-01
43220,Enacted_Date,16/05/1990,1990-05-16
43220,Effective_Date,14/08/1990,1990-08-14
43221,Enacted_Date,29/06/2004,2004-06-29
43221,Effective_Date,01/03/2005,2005-03-01
43222,Enacted_Date,14/04/1994,1994-04-14
43222,Effective_Date,29/04/1994,1994-04-29
43223,Enacted_Date,02/05/1994,1994-05-02
43223,Effective_Date,01/07/1994,1994-07-01
43224,Enacted_Date,16/06/2014,2014-06-16
43224,Effective_Date,16/06/2014,2014-06-16
43225,Enacted_Date,09/05/2005,2005-05-09
43225,Effective_Date,01/07/2005,2005-07-01
43226,Enacted_Date,18/05/2009,2009-05-18
43226,Effective_Date,05/07/2010,2010-07-05
43227,Enacted_Date,12/03/2010,2010-03-12
43227,Effective_Date,01/07/2010,2010-07-01
43228,Enacted_Date,19/06/2003,2003-06-19
43228,Effective_Date,01/09/2003,2003-09-01
43229,Enacted_Date,04/12/2007,2007-12-04
43229,Effective_Date,01/01/2008,2008-01-01
43230,Enacted_Date,11/06/2013,2013-06-11
43230,Effective_Date,01/01/2014,2014-01-01
43231,Enacted_Date,06/06/2003,2003-06-06
43231,Effective_Date,01/09/2003,2003-09-01
43232,Enacted_Date,27/03/2006,2006-03-27
43232,Effective_Date,01/07/2006,2006-07-01
43233,Enacted_Date,18/12/2009,2009-12-18
43233,Effective_Date,01/05/2010,2010-05-01
43234,Enacted_Date,08/11/2005,2005-11-08
43234,Effective_Date,08/12/2005,2005-12-08
43235,Enacted_Date,19/06/2003,2003-06-19
43235,Effective_Date,01/09/2003,2003-09-01
43236,Enacted_Date,10/07/2006,2006-07-10
43236,Effective_Date,16/11/2006,2006-11-16
43237,Enacted_Date,18/05/2009,2009-05-18
43237,Effective_Date,05/07/2010,2010-07-05
43238,Enacted_Date,28/05/1993,1993-05-28
43238,Effective_Date,01/07/1993,1993-07-01
43239,Enacted_Date,28/06/1994,1994-06-28
43239,Effective_Date,28/06/1994,1994-06-28
43240,Enacted_Date,22/03/1994,1994-03-22
43240,Effective_Date,01/01/1995,1995-01-01
43241,Enacted_Date,18/06/2004,2004-06-18
43241,Effective_Date,05/07/2004,2004-07-05
43242,Enacted_Date,29/10/1993,1993-10-29
43242,Effective_Date,01/04/1994,1994-04-01
43243,Enacted_Date,18/05/2009,2009-05-18
43243,Effective_Date,05/07/2010,2010-07-05
43244,Enacted_Date,30/06/2006,2006-06-30
43244,Effective_Date,01/01/2007,2007-01-01
43245,Enacted_Date,29/06/2004,2004-06-29
43245,Effective_Date,01/03/2005,2005-03-01
43246,Enacted_Date,15/01/2006,2006-01-15
43246,Effective_Date,15/04/2006,2006-04-15
43247,Enacted_Date,30/05/1990,1990-05-30
43247,Effective_Date,01/08/1990,1990-08-01
43248,Enacted_Date,30/06/2006,2006-06-30
43248,Effective_Date,01/01/2007,2007-01-01
43249,Enacted_Date,19/03/2012,2012-03-19
43249,Effective_Date,01/07/2012,2012-07-01
43250,Enacted_Date,21/07/1994,1994-07-21
43250,Effective_Date,01/01/1995,1995-01-01
43251,Enacted_Date,09/05/2005,2005-05-09
43251,Effective_Date,01/07/2005,2005-07-01
43252,Enacted_Date,17/05/2007,2007-05-17
43252,Effective_Date,01/02/2008,2008-02-01
43253,Enacted_Date,15/01/2006,2006-01-15
43253,Effective_Date,15/04/2006,2006-04-15
43254,Enacted_Date,19/03/2012,2012-03-19
43254,Effective_Date,01/07/2012,2012-07-01
43255,Enacted_Date,18/12/2009,2009-12-18
43255,Effective_Date,01/05/2010,2010-05-01
43256,Enacted_Date,23/07/2007,2007-07-23
43256,Effective_Date,01/01/2008,2008-01-01
43257,Enacted_Date,07/04/2006,2006-04-07
43257,Effective_Date,21/07/2006,2006-07-21
43258,Enacted_Date,23/06/2003,2003-06-23
43258,Effective_Date,01/07/2003,2003-07-01
43259,Enacted_Date,15/04/2008,2008-04-15
43259,Effective_Date,01/07/2008,2008-07-01
43260,Enacted_Date,06/06/2003,2003-06-06
43260,Effective_Date,01/11/2003,2003-11-01
43261,Enacted_Date,17/08/2001,2001-08-17
43261,Effective_Date,01/01/2002,2002-01-01
43262,Enacted_Date,08/09/2005,2005-09-08
43262,Effective_Date,08/09/2005,2005-09-08
43263,Enacted_Date,29/09/2009,2009-09-29
43263,Effective_Date,29/09/2009,2009-09-29
43264,Enacted_Date,07/11/2006,2006-11-07
43264,Effective_Date,07/12/2006,2006-12-07
43265,Enacted_Date,18/05/2009,2009-05-18
43265,Effective_Date,05/07/2010,2010-07-05
43266,Enacted_Date,21/10/2010,2010-10-21
43266,Effective_Date,19/01/2011,2011-01-19
43267,Enacted_Date,01/01/2001,2001-01-01
43267,Effective_Date,01/01/2001,2001-01-01
43268,Enacted_Date,07/12/2006,2006-12-07
43268,Effective_Date,01/05/2007,2007-05-01
43269,Enacted_Date,08/06/2009,2009-06-08
43269,Effective_Date,11/09/2009,2009-09-11
43270,Enacted_Date,02/04/2004,2004-04-02
43270,Effective_Date,01/07/2004,2004-07-01
43271,Enacted_Date,19/03/2012,2012-03-19
43271,Effective_Date,01/07/2012,2012-07-01
43272,Enacted_Date,31/01/2006,2006-01-31
43272,Effective_Date,04/04/2006,2006-04-04
43273,Enacted_Date,29/04/2013,2013-04-29
43273,Effective_Date,01/11/2013,2013-11-01
43274,Enacted_Date,29/09/2009,2009-09-29
43274,Effective_Date,29/09/2009,2009-09-29
43275,Enacted_Date,02/04/2004,2004-04-02
43275,Effective_Date,01/07/2004,2004-07-01
43276,Enacted_Date,05/07/1989,1989-07-05
43276,Effective_Date,01/01/1990,1990-01-01
43277,Enacted_Date,15/01/2006,2006-01-15
43277,Effective_Date,15/04/2006,2006-04-15
43278,Enacted_Date,10/07/2006,2006-07-10
43278,Effective_Date,16/11/2006,2006-11-16
43279,Enacted_Date,30/09/2011,2011-09-30
43279,Effective_Date,30/09/2011,2011-09-30
43280,Enacted_Date,26/05/2003,2003-05-26
43280,Effective_Date,24/07/2003,2003-07-24
43281,Enacted_Date,15/06/1993,1993-06-15
43281,Effective_Date,01/01/1994,1994-01-01
43282,Enacted_Date,09/12/2005,2005-12-09
43282,Effective_Date,08/05/2006,2006-05-08
43283,Enacted_Date,18/04/2005,2005-04-18
43283,Effective_Date,01/10/2009,2009-10-01
43284,Enacted_Date,08/09/2003,2003-09-08
43284,Effective_Date,01/01/2004,2004-01-01
43285,Enacted_Date,12/03/2010,2010-03-12
43285,Effective_Date,01/07/2010,2010-07-01
43286,Enacted_Date,29/09/2009,2009-09-29
43286,Effective_Date,29/09/2009,2009-09-29
43287,Enacted_Date,22/05/2014,2014-05-22
43287,Effective_Date,01/07/2014,2014-07-01
43288,Enacted_Date,07/11/2006,2006-11-07
43288,Effective_Date,07/12/2006,2006-12-07
43289,Enacted_Date,18/12/2009,2009-12-18
43289,Effective_Date,01/05/2010,2010-05-01
43290,Enacted_Date,18/06/2004,2004-06-18
43290,Effective_Date,05/07/2004,2004-07-05
43291,Enacted_Date,13/07/2000,2000-07-13
43291,Effective_Date,13/07/2000,2000-07-13
43292,Enacted_Date,15/04/2008,2008-04-15
43292,Effective_Date,01/07/2008,2008-07-01
43293,Enacted_Date,26/03/2003,2003-03-26
43293,Effective_Date,24/07/2003,2003-07-24
43294,Enacted_Date,27/04/1990,1990-04-27
43294,Effective_Date,01/01/1991,1991-01-01
43295,Enacted_Date,07/11/2006,2006-11-07
43295,Effective_Date,01/05/2007,2007-05-01
43296,Enacted_Date,09/12/2005,2005-12-09
43296,Effective_Date,08/05/2006,2006-05-08
43297,Enacted_Date,29/09/2009,2009-09-29
43297,Effective_Date,29/09/2009,2009-09-29
43298,Enacted_Date,02/06/1975,1975-06-02
43298,Effective_Date,02/06/1975,1975-06-02
43299,Enacted_Date,21/10/2010,2010-10-21
43299,Effective_Date,19/01/2011,2011-01-19
43300,Enacted_Date,18/05/2009,2009-05-18
43300,Effective_Date,05/07/2010,2010-07-05
43301,Enacted_Date,02/11/2010,2010-11-02
43301,Effective_Date,10/11/2010,2010-11-10
43302,Enacted_Date,10/04/2006,2006-04-10
43302,Effective_Date,21/07/2006,2006-07-21
43303,Enacted_Date,13/03/2007,2007-03-13
43303,Effective_Date,15/06/2007,2007-06-15
43304,Enacted_Date,07/12/2006,2006-12-07
43304,Effective_Date,01/05/2007,2007-05-01
43305,Enacted_Date,12/03/2010,2010-03-12
43305,Effective_Date,01/07/2010,2010-07-01
43306,Enacted_Date,08/09/2005,2005-09-08
43306,Effective_Date,08/09/2005,2005-09-08
43307,Enacted_Date,09/05/2005,2005-05-09
43307,Effective_Date,01/07/2005,2005-07-01
43308,Enacted_Date,26/07/1994,1994-07-26
43308,Effective_Date,25/08/1994,1994-08-25
43309,Enacted_Date,16/07/1986,1986-07-16
43309,Effective_Date,01/01/1987,1987-01-01
43310,Enacted_Date,30/06/2006,2006-06-30
43310,Effective_Date,01/01/2007,2007-01-01
43311,Enacted_Date,07/11/2006,2006-11-07
43311,Effective_Date,01/05/2007,2007-05-01
43312,Enacted_Date,26/03/2003,2003-03-26
43312,Effective_Date,24/07/2003,2003-07-24
43313,Enacted_Date,07/01/2010,2010-01-07
43313,Effective_Date,07/01/2010,2010-01-07
43314,Enacted_Date,11/06/2007,2007-06-11
43314,Effective_Date,01/10/2007,2007-10-01
43315,Enacted_Date,17/05/2007,2007-05-17
43315,Effective_Date,01/02/2008,2008-02-01
43316,Enacted_Date,31/01/2006,2006-01-31
43316,Effective_Date,04/04/2006,2006-04-04
43317,Enacted_Date,08/11/2005,2005-11-08
43317,Effective_Date,08/12/2005,2005-12-08
43318,Enacted_Date,10/07/2006,2006-07-10
43318,Effective_Date,16/11/2006,2006-11-16
43319,Enacted_Date,15/04/2008,2008-04-15
43319,Effective_Date,01/07/2008,2008-07-01
43320,Enacted_Date,02/06/2013,2013-06-02
43320,Effective_Date,02/06/2013,2013-06-02
43321,Enacted_Date,09/12/2005,2005-12-09
43321,Effective_Date,08/05/2006,2006-05-08
43322,Enacted_Date,02/04/2004,2004-04-02
43322,Effective_Date,01/07/2004,2004-07-01
43323,Enacted_Date,28/03/2013,2013-03-28
43323,Effective_Date,02/06/2013,2013-06-02
43324,Enacted_Date,09/03/2009,2009-03-09
43324,Effective_Date,01/12/2009,2009-12-01
43325,Enacted_Date,10/07/2006,2006-07-10
43325,Effective_Date,16/11/2006,2006-11-16
43326,Enacted_Date,07/11/2006,2006-11-07
43326,Effective_Date,08/12/2006,2006-12-08
43327,Enacted_Date,08/11/2005,2005-11-08
43327,Effective_Date,08/12/2005,2005-12-08
43328,Enacted_Date,31/05/2002,2002-05-31
43328,Effective_Date,27/11/2002,2002-11-27
43329,Enacted_Date,10/05/2010,2010-05-10
43329,Effective_Date,10/05/2010,2010-05-10
43330,Enacted_Date,21/10/2010,2010-10-21
43330,Effective_Date,19/01/2011,2011-01-19
43331,Enacted_Date,17/08/2001,2001-08-17
43331,Effective_Date,01/01/2002,2002-01-01
43332,Enacted_Date,21/07/1994,1994-07-21
43332,Effective_Date,01/01/1995,1995-01-01
43333,Enacted_Date,31/01/2006,2006-01-31
43333,Effective_Date,04/04/2006,2006-04-04
43334,Enacted_Date,29/09/2009,2009-09-29
43334,Effective_Date,29/09/2009,2009-09-29
43335,Enacted_Date,16/03/2006,2006-03-16
43335,Effective_Date,01/05/2006,2006-05-01
43336,Enacted_Date,21/10/2010,2010-10-21
43336,Effective_Date,19/01/2011,2011-01-19
43337,Enacted_Date,07/11/2006,2006-11-07
43337,Effective_Date,07/12/2006,2006-12-07
43338,Enacted_Date,15/04/2008,2008-04-15
43338,Effective_Date,01/07/2008,2008-07-01
43339,Enacted_Date,30/06/2006,2006-06-30
43339,Effective_Date,01/01/2007,2007-01-01
43340,Enacted_Date,24/06/2003,2003-06-24
43340,Effective_Date,01/01/2004,2004-01-01
43341,Enacted_Date,09/05/2009,2009-05-09
43341,Effective_Date,01/07/2009,2009-07-01
43342,Enacted_Date,07/11/2006,2006-11-07
43342,Effective_Date,01/05/2007,2007-05-01
43343,Enacted_Date,30/06/2006,2006-06-30
43343,Effective_Date,01/01/2007,2007-01-01
43344,Enacted_Date,30/06/2006,2006-06-30
43344,Effective_Date,01/01/2007,2007-01-01
43345,Enacted_Date,11/06/1992,1992-06-11
43345,Effective_Date,31/12/1992,1992-12-31
43346,Enacted_Date,07/11/2006,2006-11-07
43346,Effective_Date,01/05/2007,2007-05-01
43347,Enacted_Date,31/01/2006,2006-01-31
43347,Effective_Date,01/01/2007,2007-01-01
43348,Enacted_Date,09/03/2009,2009-03-09
43348,Effective_Date,01/12/2009,2009-12-01
43349,Enacted_Date,29/09/2009,2009-09-29
43349,Effective_Date,29/09/2009,2009-09-29
43350,Enacted_Date,15/01/2006,2006-01-15
43350,Effective_Date,15/04/2006,2006-04-15
43351,Enacted_Date,07/04/2006,2006-04-07
43351,Effective_Date,21/07/2006,2006-07-21
43352,Enacted_Date,18/05/2009,2009-05-18
43352,Effective_Date,05/07/2010,2010-07-05
43353,Enacted_Date,29/09/2009,2009-09-29
43353,Effective_Date,29/09/2009,2009-09-29
43354,Enacted_Date,30/06/2006,2006-06-30
43354,Effective_Date,01/01/2007,2007-01-01
43355,Enacted_Date,31/05/2002,2002-05-31
43355,Effective_Date,27/11/2002,2002-11-27
43356,Enacted_Date,10/07/2006,2006-07-10
43356,Effective_Date,16/11/2006,2006-11-16
43357,Enacted_Date,18/06/2004,2004-06-18
43357,Effective_Date,05/07/2004,2004-07-05
43358,Enacted_Date,27/05/2003,2003-05-27
43358,Effective_Date,01/07/2003,2003-07-01
43359,Enacted_Date,12/03/2010,2010-03-12
43359,Effective_Date,01/07/2010,2010-07-01
43360,Enacted_Date,20/04/2001,2001-04-20
43360,Effective_Date,20/04/2001,2001-04-20
43361,Enacted_Date,08/11/2005,2005-11-08
43361,Effective_Date,08/12/2005,2005-12-08
43362,Enacted_Date,30/06/2006,2006-06-30
43362,Effective_Date,01/01/2007,2007-01-01
43363,Enacted_Date,24/06/2003,2003-06-24
43363,Effective_Date,01/01/2004,2004-01-01
43364,Enacted_Date,27/05/2006,2006-05-27
43364,Effective_Date,01/07/2006,2006-07-01
43365,Enacted_Date,13/03/2007,2007-03-13
43365,Effective_Date,15/06/2007,2007-06-15
43366,Enacted_Date,12/03/2010,2010-03-12
43366,Effective_Date,01/07/2010,2010-07-01
43367,Enacted_Date,15/04/2008,2008-04-15
43367,Effective_Date,01/07/2008,2008-07-01
43368,Enacted_Date,10/05/2010,2010-05-10
43368,Effective_Date,10/05/2010,2010-05-10
43369,Enacted_Date,29/06/2004,2004-06-29
43369,Effective_Date,01/03/2005,2005-03-01
43370,Enacted_Date,03/06/1993,1993-06-03
43370,Effective_Date,01/01/1995,1995-01-01
43371,Enacted_Date,15/04/2005,2005-04-15
43371,Effective_Date,01/10/2005,2005-10-01
43372,Enacted_Date,18/12/2009,2009-12-18
43372,Effective_Date,01/05/2010,2010-05-01
43373,Enacted_Date,15/04/2008,2008-04-15
43373,Effective_Date,01/07/2008,2008-07-01
43374,Enacted_Date,12/03/2010,2010-03-12
43374,Effective_Date,01/07/2010,2010-07-01
43375,Enacted_Date,15/11/2006,2006-11-15
43375,Effective_Date,01/05/2007,2007-05-01
43376,Enacted_Date,24/06/2003,2003-06-24
43376,Effective_Date,01/01/2004,2004-01-01
43377,Enacted_Date,07/04/2006,2006-04-07
43377,Effective_Date,21/07/2006,2006-07-21
43378,Enacted_Date,13/04/1985,1985-04-13
43378,Effective_Date,12/07/1985,1985-07-12
43379,Enacted_Date,11/06/1992,1992-06-11
43379,Effective_Date,28/08/1992,1992-08-28
43380,Enacted_Date,07/04/2006,2006-04-07
43380,Effective_Date,21/07/2006,2006-07-21
43381,Enacted_Date,22/03/1994,1994-03-22
43381,Effective_Date,01/01/1995,1995-01-01
43382,Enacted_Date,26/03/2003,2003-03-26
43382,Effective_Date,24/07/2003,2003-07-24
43383,Enacted_Date,15/04/2008,2008-04-15
43383,Effective_Date,01/07/2008,2008-07-01
43384,Enacted_Date,11/06/2007,2007-06-11
43384,Effective_Date,01/10/2007,2007-10-01
43385,Enacted_Date,31/05/2005,2005-05-31
43385,Effective_Date,17/09/2005,2005-09-17
43386,Enacted_Date,18/04/2005,2005-04-18
43386,Effective_Date,01/10/2005,2005-10-01
43387,Enacted_Date,16/06/2014,2014-06-16
43387,Effective_Date,16/06/2014,2014-06-16
43388,Enacted_Date,30/06/2006,2006-06-30
43388,Effective_Date,01/01/2007,2007-01-01
43389,Enacted_Date,05/11/2012,2012-11-05
43389,Effective_Date,05/12/2012,2012-12-05
43390,Enacted_Date,18/12/2009,2009-12-18
43390,Effective_Date,01/05/2010,2010-05-01
43391,Enacted_Date,02/06/2013,2013-06-02
43391,Effective_Date,02/06/2013,2013-06-02
43392,Enacted_Date,18/06/2004,2004-06-18
43392,Effective_Date,05/07/2004,2004-07-05
43393,Enacted_Date,23/05/1975,1975-05-23
43393,Effective_Date,01/09/1975,1975-09-01
43394,Enacted_Date,12/03/2010,2010-03-12
43394,Effective_Date,01/07/2010,2010-07-01
43395,Enacted_Date,05/07/1989,1989-07-05
43395,Effective_Date,01/01/1990,1990-01-01
43396,Enacted_Date,08/04/2013,2013-04-08
43396,Effective_Date,07/07/2013,2013-07-07
43397,Enacted_Date,12/03/2010,2010-03-12
43397,Effective_Date,01/07/2010,2010-07-01
43398,Enacted_Date,04/12/2007,2007-12-04
43398,Effective_Date,01/01/2008,2008-01-01
43399,Enacted_Date,10/05/2010,2010-05-10
43399,Effective_Date,10/11/2010,2010-11-10
43400,Enacted_Date,01/03/1994,1994-03-01
43400,Effective_Date,01/03/1994,1994-03-01
43401,Enacted_Date,02/08/2008,2008-08-02
